ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
199.094879,16.766018,2320,1381,2059,709,-0.5852722,473,917,-128,15.75,221,5,8670360,
199.611038,15.101405,1209,769,1967,487,-0.5461132,409,593,-644,14.08,242,5,8670921,
199.721115,15.798826,1669,928,1372,597,-0.3903266,380,554,-624,15.04,137,5,8675526,
198.934006,29.120699,1920,1150,1843,629,-0.0370462,465,2554,5983,15.23,285,4,8733583,
198.481644,1148,531,1385,412,-0.4867944,303,81,-589,14.30,340,5,8750069,
199.943787,1402,780,1455,522,-0.6156107,628,843,-88,16.95,306,5,8753182,
199.283386,-2.671172,2246,1456,2126,761,-0.2503325,517,1896,3078,15.50,456,4,8759044,
199.658539,-1.162643,1946,1052,2297,640,-0.2883784,659,2526,6290,15.02,470,4,8761079,
198.480896,31.081722,1397,779,1016,341,-0.5237990,737,596,-821,16.59,296,5,8773985,
198.046112,32.771446,2171,1349,1994,756,-0.6083663,677,860,-186,15.72,289,5,8774016,
199.130463,31.389442,1077,24,1013,257,-0.1750019,606,1720,2937,16.76,296,4,8774537,
199.524841,31.726921,1260,788,1805,784,0.0891680,552,975,1384,16.59,317,4,8776933,
199.274704,38.737309,1949,397,2330,643,-0.5461681,538,548,-938,14.35,204,5,8797357,
198.559357,-3.170137,2163,1522,2191,683,-0.1950997,660,1939,3766,16.75,405,4,8854560,
198.972122,-3.330942,1398,642,1420,527,-0.4977067,441,694,-432,15.69,465,5,8855456,
199.714172,52.761768,1270,684,1407,498,-0.5414331,556,978,-229,15.02,225,5,8860301,
199.478012,54.971760,1732,901,1556,605,-0.5867405,518,1338,2642,15.15,176,5,8867064,
199.581329,66.657974,1602,1039,1543,741,-0.4842704,720,1152,534,16.30,201,4,8892213,
198.711823,10.628713,1454,872,2120,627,-0.2070819,325,1451,2398,15.95,183,4,8912411,
200.807327,-0.041394,1279,608,1273,554,-0.5159123,328,343,-1100,14.82,430,5,8936594,
201.135681,1074,496,998,395,-0.5193579,378,343,-1151,15.79,477,5,8942404,
200.092667,15.151452,1191,602,1050,351,-0.4820088,537,652,-806,15.90,206,5,8970783,
201.053131,17.038254,1839,914,1797,594,-0.5881633,569,669,-859,14.86,201,5,8978704,
201.518341,17.038784,1757,1035,2023,716,-0.5724717,569,826,85,16.44,195,5,8981452,
201.228043,18.725018,1614,803,1703,593,-0.5562224,430,4006,26333,16.16,214,5,8983688,
200.009399,21.207624,2511,1501,2181,718,-0.6406598,784,1084,1763,16.98,222,5,9002991,
200.819138,21.770605,2277,2343,2709,892,0.0455217,373,2256,4535,15.68,226,4,9003162,
201.698517,22.885159,1693,992,1412,671,-0.5686749,674,749,-775,15.31,255,5,9003509,
200.488190,24.814936,1032,123,747,169,-0.2006126,400,1073,99,15.35,235,4,9014651,
201.285675,23.949928,1308,659,1421,370,-0.4953918,651,778,-500,15.95,287,5,9015901,
201.381683,25.228598,1990,1106,1818,626,-0.5011025,674,917,-55,15.20,272,5,9020065,
201.440155,1070,601,1785,486,-0.5504661,562,603,-919,16.02,293,5,9043904,
200.904739,-2.283561,1153,520,1333,359,-0.4691756,328,257,-754,16.46,443,5,9064251,
201.095200,-2.343147,1915,1157,1885,658,-0.0274449,461,1922,3964,16.42,439,4,9068132,
200.168640,32.724869,1572,825,1526,510,-0.5506234,292,546,15,14.73,206,5,9072857,
201.360199,38.465015,1924,996,1773,589,-0.5394856,653,795,-513,15.84,254,5,9100435,
200.006363,40.059231,1413,695,1333,496,-0.5097380,618,404,-1501,14.69,50,5,9109379,
200.538208,41.183422,1335,848,1259,600,-0.6041828,515,1244,1352,16.37,241,5,9111980,
200.786392,42.770298,2088,1346,1972,712,-0.6475628,315,235,-1135,14.60,138,5,9112223,
201.600403,42.722675,845,290,1070,237,-0.5280104,604,534,-332,15.74,177,5,9117859,
201.275650,62.017326,1663,842,1567,540,-0.5665070,708,873,-201,15.37,189,5,9185928,
201.698517,10.619096,1349,787,1385,473,-0.5990823,451,680,-725,15.92,246,5,9217136,
202.686386,852,487,1234,176,-0.5802177,501,571,-211,16.46,282,5,9225305,
202.275742,1966,1210,1888,716,-0.0746353,429,2376,4948,14.67,350,4,9227092,
202.629532,937,315,1235,-27,-0.2202564,711,1893,2883,16.13,372,4,9238018,
203.129196,2385,1668,2328,903,-0.6294314,993,1356,1480,16.88,389,5,9245099,
203.047195,15.932866,1089,96,837,254,-1.0963458,498,-942,-197,15.74,184,6,9272851,
203.716980,15.073351,1165,518,1304,435,-0.4748074,578,620,-1071,15.77,208,5,9274750,
203.889389,18.053349,1182,568,787,243,-0.5008327,438,906,61,16.44,195,5,9287260,
203.868469,17.408209,984,346,1033,240,-0.4669273,193,3389,16058,15.26,201,5,9289212,
203.755157,19.694685,2237,1616,2318,784,-0.3575157,659,2382,5623,15.66,229,4,9298504,
203.602341,19.262842,990,234,1150,446,-0.1259237,567,3713,14302,15.70,229,4,9299908,
202.210068,22.006567,2414,2153,2564,861,-0.1099100,431,2767,7357,16.01,241,4,9306729,
202.353180,25.865971,1717,996,1548,761,-0.5985478,763,950,254,16.51,263,5,9327430,
203.957336,26.921318,1157,-181,801,316,-1.2861148,448,-631,-460,16.24,261,6,9328902,
202.840012,27.028486,1362,766,1817,535,-0.0980706,395,431,-631,16.09,215,5,9337637,
203.004639,29.277590,1818,923,1946,596,-0.5591885,513,552,-920,15.93,217,5,9339352,
203.137344,30.714455,1164,574,1014,386,-0.5313500,520,878,-209,15.50,233,5,9340554,
202.993103,30.935669,1270,675,1419,554,-0.5837058,541,660,735,16.61,183,5,9342307,
203.376419,30.961103,989,264,921,255,-0.4789430,312,371,-833,14.22,233,5,9346150,
202.536118,-1.016346,1313,638,1460,513,-0.4571111,370,584,-875,15.35,443,5,9375181,
202.796005,-1.778916,741,376,1986,328,-0.5021281,317,462,-798,14.80,421,5,9376120,
202.950226,33.337856,1299,601,1274,430,-0.4884187,349,544,-632,14.56,248,5,9386790,
202.938370,38.919487,1735,1149,2168,614,-0.6275170,570,647,-793,14.76,186,5,9406163,
202.255646,37.078121,1867,1007,1710,621,-0.4065854,765,1151,170,15.50,252,5,9407191,
203.008438,40.408546,1921,1100,1865,606,-0.5765231,736,884,-76,16.29,232,5,9411366,
203.574158,39.720619,1883,535,2694,661,-0.6403884,338,452,-901,14.62,247,5,9416156,
203.295975,41.382874,1453,846,1627,603,-0.5517251,364,-128,-34,16.08,234,5,9418506,
202.513443,43.503567,1054,94,785,171,-1.0004693,331,-599,-522,14.20,215,6,9424295,
202.257355,46.175285,1611,935,1693,589,-0.6159567,537,776,-522,16.07,109,5,9431728,
203.629181,49.813339,1264,613,1100,425,-0.5344477,428,698,-819,14.47,261,5,9443159,
202.882782,-3.248837,2440,2146,2808,778,-0.6023346,479,720,23,16.08,432,5,9462122,
202.271484,52.611580,1380,743,1583,519,-0.5534691,612,456,-1231,14.64,219,5,9466381,
202.711487,54.129330,290,330,1038,71,-1.1985482,526,-289,649,14.49,223,6,9473742,
203.464478,1184,482,1128,294,-0.4296018,362,561,-686,14.76,273,5,9503242,
202.916672,1008,341,1080,589,-0.5037154,347,426,-1133,15.81,252,5,9518664,
203.742203,1434,382,1956,491,-0.5244770,512,3536,31886,14.48,286,5,9522694,
205.765945,1352,726,1505,364,-0.5281995,418,655,-514,16.24,272,5,9527336,
204.893387,1729,1076,1666,469,-0.6148622,529,2244,9229,16.69,152,5,9527360,
205.803909,1414,712,1803,573,-0.6040030,461,298,-1379,14.97,255,5,9535366,
205.940582,1751,981,1790,504,1.3798639,370,583,70,15.75,326,5,9538011,
204.050156,1304,-490,2901,541,-0.1757420,511,1908,2845,14.28,331,4,9540157,
204.319336,1086,386,1169,303,-0.3963956,439,183,-1358,14.61,309,5,9542116,
204.768692,11.678683,1050,188,664,99,-0.4300307,272,3016,14257,15.21,246,5,9558311,
205.374146,11.391614,1219,1076,1923,539,-0.5738695,708,663,-611,14.10,238,5,9563258,
204.630722,11.008526,2112,1338,2194,748,-0.2411827,392,2270,4841,15.12,246,4,9563412,
204.204361,13.593724,1092,396,1103,498,-0.0035006,945,2711,7450,15.97,209,5,9566859,
205.993210,14.185221,1462,238,1726,349,-0.5206853,288,1101,2357,14.30,193,5,9567430,
205.436050,13.780286,2086,1426,2249,782,-0.5169421,422,871,-296,16.30,163,5,9572253,
204.393860,14.295496,1073,-240,946,111,-0.3711902,375,742,707,14.01,207,5,9572439,
205.301025,16.109631,1543,813,1368,420,-0.5419124,344,5710,36448,16.25,174,5,9576316,
204.044937,21.250555,1001,252,1054,233,-0.4957372,372,1636,1684,15.58,40,5,9609092,
204.115585,21.383064,1704,1227,1910,682,-0.4386863,711,2107,4204,15.83,279,5,9611469,
205.007004,22.397959,2410,2615,2808,840,0.1143057,359,2803,8428,15.38,307,4,9614153,
204.662888,24.184790,1149,665,1434,570,-0.1586199,519,569,-174,15.21,257,5,9619992,
204.677338,26.264799,1145,435,946,460,-0.4507869,518,560,-540,15.55,253,5,9631937,
204.138397,29.514898,1349,661,1438,577,-0.6045058,539,598,-637,16.91,175,5,9653449,
204.250778,-1.024917,1622,963,1737,586,-0.4607720,602,1233,1133,14.91,226,5,9668793,
204.784378,31.202869,2405,1867,2457,806,-0.2091577,339,1842,3713,15.92,260,4,9686488,
204.161682,34.312935,893,997,2412,512,-0.5566979,720,404,-1031,14.06,105,5,9691826,
205.207245,34.945126,1148,545,1327,400,-0.5012857,317,581,-384,16.10,237,5,9695153,
205.244186,39.604397,1603,930,1553,596,-0.5048860,360,563,-1000,14.54,237,5,9721265,
204.500259,42.463257,2369,1431,2341,633,-0.5974205,728,1112,594,16.30,230,5,9727347,
205.919052,43.567822,1291,597,1286,398,-0.5498418,387,289,-1255,15.56,217,5,9733104,
204.298386,48.611374,1289,-91,1764,369,-0.5125872,498,790,-525,14.97,208,5,9742353,
204.923523,1077,446,1227,345,-0.4987243,292,243,-1309,14.94,240,5,9764991,
205.681595,-3.407834,1881,1056,1665,642,-0.6046159,377,640,-627,15.00,386,5,9766669,
205.029236,-3.255777,1221,-76,957,361,-0.0722643,424,420,-336,16.46,433,5,9767520,
204.730881,56.278034,2414,1746,2250,764,-0.4502588,525,1619,1633,15.76,222,5,9786395,
205.290268,55.873219,1396,716,1393,549,-0.5581839,495,710,-791,15.22,188,5,9786643,
204.812744,58.315128,1015,58,767,104,-1.2453842,433,-657,-107,15.96,190,6,9790684,
205.596832,62.665386,1954,1205,1927,747,-0.6099114,654,686,-378,16.58,176,5,9798466,
204.364120,64.670624,1116,462,1195,416,-0.4762041,586,429,-949,16.56,183,5,9801733,
204.857208,65.086433,1500,867,1448,549,-0.6136901,592,1196,1083,15.14,228,5,9804047,
205.386414,65.727036,1014,291,745,330,-0.3844466,354,1233,675,14.38,206,5,9805107,
204.781158,65.707336,1094,-138,328,9,-1.1993929,546,-608,-820,15.71,205,6,9805921,
204.407547,1237,470,1207,430,-0.4186262,424,826,-640,15.37,273,5,9818678,
204.931107,1163,128,941,211,0.2733118,512,2066,3756,15.76,280,5,9826414,
207.902710,2127,1332,2139,761,-0.6116128,323,116,-756,15.94,281,5,9837069,
206.759430,1300,618,1403,517,-0.3338125,496,1284,1739,15.35,265,5,9837314,
207.703018,1473,769,1650,489,-0.5909194,568,3202,19595,15.64,289,5,9843537,
206.713898,-0.072730,1763,950,1895,829,-0.5551966,899,849,-324,16.65,334,5,9852432,
207.598236,11.549238,1088,-407,1269,268,-0.1475243,464,2231,4514,14.36,232,4,9864114,
206.867966,12.583285,1162,615,1647,427,-0.5437191,522,608,-1000,14.89,206,5,9869829,
207.673996,14.306736,1182,91,990,327,-0.0997252,397,444,-344,16.25,178,5,9873464,
207.088135,18.829838,1034,182,1353,265,-0.4710512,423,1417,2368,14.20,179,5,9901761,
207.966965,18.538158,2062,1011,2213,665,-0.5047318,618,886,-220,15.24,221,5,9902637,
207.641022,19.501322,2096,151,2859,605,-0.5470473,315,775,808,14.27,222,5,9906732,
207.534988,21.378094,1092,409,1361,344,-0.4622476,326,-64,-1019,14.70,267,5,9917580,
207.343628,21.816650,1290,716,1625,681,-0.5487463,542,351,-669,16.83,260,5,9919375,
206.102142,23.262577,1080,-640,2390,325,-0.4136513,395,40,-978,14.25,265,5,9928795,
207.679855,27.203783,1292,-437,846,467,-1.0557543,605,-90,3421,16.27,239,6,9943088,
207.275848,1322,711,1732,386,-0.5175066,542,485,-1161,15.19,269,5,9960793,
207.340683,32.281055,1171,549,1336,342,-0.5109406,349,434,-641,14.30,222,5,9996084,
207.529404,33.706001,1846,1117,1388,635,-0.6057007,493,660,-483,15.89,196,5,10003298,
206.096115,36.648674,1717,1065,1894,623,-0.1462525,580,2227,4287,15.50,170,4,10013411,
206.805511,40.859066,1610,854,1583,571,-0.5593254,673,480,94,15.85,233,5,10025796,
206.917358,44.971054,1142,345,839,297,-0.2460961,633,2536,5723,15.07,228,4,10040491,
207.507660,44.741177,1150,509,1144,373,-0.5106519,333,292,-1151,14.55,204,5,10041012,
206.671173,50.725697,852,1622,1614,486,-0.5250673,351,405,-555,14.04,228,5,10057890,
206.456833,-3.852141,1079,148,1301,301,-0.3910174,317,761,770,14.03,342,5,10083601,
207.353790,53.020401,1944,945,1768,553,-0.5630332,326,348,-977,14.86,214,5,10099492,
207.117645,56.313797,1263,821,1191,530,-0.5533618,645,654,-819,14.81,137,5,10101561,
206.848053,55.248009,1956,1208,1720,641,-0.6128060,792,1063,540,16.97,213,5,10102166,
206.780823,1573,784,1689,584,-0.5614592,303,558,-1000,15.50,225,5,10127760,
206.407776,1153,32,693,-196,0.0852885,359,1869,5353,15.61,217,4,10127904,
206.454544,1016,286,791,91,-0.3150541,948,3549,15715,15.21,260,4,10132759,
207.782440,-7.099904,2274,1496,2098,702,-0.6405535,542,764,-457,15.37,485,5,10157893,
209.495773,1289,654,1577,438,-0.5277849,357,457,-864,15.97,252,5,10164624,
209.338211,1380,736,1434,409,-0.5594152,477,741,-770,15.67,265,5,10166691,
209.743820,-0.991554,1052,384,1285,448,0.3123336,405,2973,8603,14.37,275,4,10173765,
208.391159,1808,1005,1296,604,-0.5791617,670,3493,15486,15.92,112,5,10178648,
208.845749,12.514306,1211,456,1493,494,-0.5539073,334,171,-1211,15.72,216,5,10195209,
209.491974,20.296762,1798,1051,1305,516,0.1165586,397,3777,16000,16.23,228,4,10247574,
208.333481,19.276327,977,88,691,156,-0.4430008,424,812,-517,15.44,213,5,10250985,
208.915436,24.833937,1244,775,1170,620,-0.6292279,609,873,-304,16.26,263,5,10264978,
208.457687,30.868412,1935,1325,1826,719,-0.6073048,551,782,-236,14.45,178,5,10294963,
209.106400,1437,731,1510,479,-0.5955717,440,635,-784,15.79,131,5,10304077,
209.055878,2084,1330,2077,667,-0.4371661,437,942,481,14.32,261,5,10305980,
208.251389,-1.834593,688,325,1064,354,-0.4269275,375,815,-204,14.16,399,5,10321520,
209.547668,32.537975,994,409,982,505,-0.5138076,396,254,910,16.27,261,5,10336985,
208.891602,32.249817,1835,1097,1577,587,-0.6003782,578,1022,-310,15.05,181,5,10337573,
209.105652,33.977589,1118,-235,624,57,-1.3761823,363,1299,7044,15.81,243,6,10343059,
208.878738,34.938583,2188,1163,2414,726,-0.5814568,545,736,-105,14.09,205,5,10345517,
208.806717,33.957424,1676,870,1874,588,-0.5739102,423,519,-907,15.59,234,5,10348090,
208.748581,36.859768,2091,1090,1771,703,-0.5718020,606,747,-631,15.64,209,5,10352672,
209.334930,37.248749,1641,982,1649,537,-0.5936591,693,1486,2514,16.40,213,5,10357287,
208.269577,38.000725,2343,2307,2640,906,0.0059805,566,2064,3552,15.73,213,4,10361086,
208.125366,37.095997,1189,572,1106,194,-0.6020096,496,1409,5688,16.29,200,5,10363777,
208.151657,39.543987,1813,879,2287,560,-0.5471346,644,-317,3109,15.46,122,5,10366574,
209.202347,39.452202,1687,913,1649,565,-0.5585955,389,270,-952,15.29,265,5,10370011,
208.742203,41.386112,1669,885,2068,548,-0.5121719,604,771,-721,15.60,218,5,10372468,
209.734711,42.773571,1444,742,1525,498,-0.5621052,358,1914,6222,15.96,85,5,10375048,
208.105713,44.400867,2047,1491,2143,733,-0.1950813,337,3663,15069,15.17,216,4,10380706,
209.446594,45.757584,1192,664,1497,506,-0.5315389,461,633,-315,16.16,229,5,10388951,
209.930252,49.828323,1739,539,1988,522,-0.4649592,374,371,-1117,14.16,192,5,10398007,
209.385406,2140,1422,2050,710,-0.1179470,677,2441,6381,16.84,232,4,10404134,
209.125137,-4.194337,2507,1767,2149,901,-0.6324428,500,225,-886,15.89,75,5,10418431,
208.744736,-4.852155,2342,2516,2634,725,-0.7281398,366,1300,820,15.69,462,5,10420155,
209.521454,-3.322183,1826,957,2175,615,-0.5820951,714,628,-796,16.32,217,5,10424071,
208.390961,-4.619442,1429,697,1686,429,-0.5285396,399,336,-1022,15.04,490,5,10426009,
208.351578,57.226521,1998,1190,1980,706,-0.0663796,381,1662,2351,14.96,194,4,10446485,
209.945786,61.264187,1024,272,1001,323,-0.2911994,485,1421,1200,15.64,139,5,10455393,
209.311371,62.800976,1171,443,1260,424,-0.3389516,358,349,-1039,15.42,45,5,10456555,
208.645844,65.202110,1151,403,1689,442,0.2580101,435,2830,7944,14.20,194,4,10461193,
208.418457,66.944252,2013,631,2192,623,-0.5695960,424,421,-860,14.01,146,5,10461245,
208.821136,1151,459,1324,413,-0.5110251,370,784,477,16.58,255,5,10471777,
209.961777,-6.636735,2314,2138,2424,764,-0.5139536,363,1139,892,15.78,218,5,10481330,
208.715485,-8.918706,1214,506,1350,598,-0.4594979,401,498,-373,16.40,452,5,10509093,
208.475372,-7.879507,1263,648,1527,391,-0.4419686,526,765,-748,14.66,461,5,10513982,
208.339371,-8.181373,1313,614,1573,545,-0.4473208,450,644,-611,15.31,118,5,10519762,
211.825851,2190,1488,2244,626,-0.5680206,519,972,80,15.51,285,5,10524523,
210.606247,1827,974,1394,468,-0.6066916,524,778,-486,16.21,245,5,10528075,
211.388870,11.777546,1787,1035,1833,679,-0.6475763,412,666,-613,15.47,239,5,10561150,
210.053818,-9.402149,1046,332,983,264,-0.4228967,282,2286,14274,14.54,461,5,10575980,
211.600616,-9.727627,1557,794,1575,515,-0.5440958,552,1103,20,14.54,105,5,10581384,
211.079041,13.807447,1019,920,413,302,-0.4381261,392,416,-1271,14.66,195,5,10585779,
210.803360,694,1650,568,-0.5119303,394,307,-1062,15.88,430,5,10601348,
211.377808,579,1052,466,-0.5127597,443,69,-1306,15.63,142,5,10606433,
211.394836,248,1075,295,-0.2243605,380,2415,6369,15.36,409,4,10606728,
210.981598,383,1128,414,-0.4364192,486,603,-1013,15.17,424,5,10609185,
210.705948,16.337378,1623,965,1781,656,-0.3038219,564,1867,2817,15.90,203,5,10617428,
210.169800,19.135956,1146,421,1045,376,-0.4665775,294,300,-1194,15.69,213,5,10648348,
211.443069,20.958801,2167,1661,2575,834,-0.4785768,846,1382,996,16.71,101,5,10654481,
211.501633,20.035030,2108,1293,2680,719,-0.5567010,972,1320,1162,16.38,240,5,10655343,
210.611115,21.631464,2300,1764,2338,778,-0.6052752,604,747,356,16.85,237,5,10660789,
211.577576,21.468460,2450,2946,3076,821,-0.6317819,390,1932,3493,15.77,262,4,10662289,
210.912048,22.884333,2494,2278,2838,854,-0.5831766,716,1620,1633,15.47,342,4,10664456,
211.736862,25.529943,1242,654,1485,400,-0.5474270,356,356,-931,15.27,142,5,10680443,
211.512238,28.194822,2442,1827,2088,806,-0.0672838,562,1731,2255,15.23,219,4,10690026,
210.327652,28.206638,1345,713,1865,473,-0.5339187,494,647,-853,14.63,211,5,10698978,
211.540405,2149,1337,2013,877,-0.5540783,395,377,-895,15.95,266,5,10718368,
211.155029,-2.045290,2186,1234,2251,671,-0.6001188,635,804,-634,15.44,265,5,10727031,
210.164185,-1.826096,1139,615,1522,508,-0.5481936,538,4245,34168,16.53,381,5,10734049,
210.200745,33.789448,1352,1568,1878,656,-0.3965439,563,2222,4646,14.28,181,5,10746087,
210.068329,36.025776,1580,876,1494,570,-0.5739200,519,656,-863,15.36,192,5,10754643,
210.541367,37.996719,697,736,1805,385,-0.5352349,343,211,-921,14.11,192,5,10764932,
211.136276,39.300644,1343,710,1895,528,-0.4983397,561,392,-1284,15.07,152,5,10768130,
211.707733,40.778206,1413,847,1335,472,-0.6118064,528,1384,1946,15.72,208,5,10772300,
210.577942,39.639019,1668,771,154,-1.0634762,533,-986,-210,15.56,211,6,10772841,
210.850494,1355,656,1836,434,-0.5315346,690,794,-327,16.54,260,5,10814550,
210.724899,-3.448936,1724,1140,1959,642,-0.4999502,494,1078,790,14.92,235,5,10820778,
211.869217,51.499104,1120,568,1304,367,-0.3036209,702,2878,7770,15.03,231,4,10825745,
210.714188,51.358368,2019,1181,1872,638,-0.5990857,404,626,-565,15.64,184,5,10826023,
211.572098,61.441818,1616,898,1667,595,-0.2225761,603,1695,2132,14.55,170,5,10851261,
210.016190,1255,561,1369,424,-0.4535634,553,263,-1236,15.95,236,5,10865234,
210.748001,-8.161876,1052,379,771,334,-0.4516425,375,288,-1182,15.72,477,5,10897439,
212.762207,1045,430,1167,373,-0.4876839,427,286,-1009,15.90,268,5,10901803,
212.561737,1117,341,998,252,-0.4513416,328,407,-1194,15.16,267,5,10904449,
213.160645,-0.897413,1117,341,1186,295,-0.4280747,390,1498,4953,15.07,288,5,10917192,
213.827896,1145,664,1456,505,-0.5539820,579,719,-402,16.65,249,5,10919784,
212.709122,-0.399867,2038,1223,1736,664,-0.6098424,754,1900,5975,15.85,271,5,10927229,
213.326157,12.869784,1156,480,1330,422,-0.4321012,393,503,-1203,14.82,163,5,10931205,
213.845428,14.265675,1960,1179,1920,728,-0.3372478,646,1398,1012,16.49,180,5,10946569,
212.291000,1112,1625,650,-0.6448551,353,445,-791,16.00,450,5,10958834,
212.049881,429,979,113,-0.4996455,377,579,-230,16.19,399,5,10958841,
212.213394,1132,1835,637,-0.3955752,469,952,113,14.48,398,4,10959637,
213.756363,15.254441,1323,603,1542,462,-0.5341979,353,352,-955,15.31,200,5,10965798,
212.707748,15.615549,1057,-318,1175,259,-0.3278365,310,8401,94241,14.56,180,5,10967814,
212.646439,15.559750,1744,948,1552,672,-0.5590751,694,819,-464,15.29,179,5,10968761,
212.681137,684,1362,353,-0.5524528,494,623,-589,16.63,381,5,10976924,
213.346695,17.228903,1098,90,892,190,-0.3650494,322,913,1003,15.29,192,5,10993867,
213.044846,17.851768,1181,1326,1275,448,-0.4872596,601,574,-972,14.22,192,5,10998598,
213.948456,781,1653,565,-0.5324555,563,1055,170,15.85,281,5,11021068,
213.878403,20.475714,1188,536,1260,386,-0.4990900,550,364,-407,16.92,220,5,11022517,
213.614441,-217,985,391,0.2386803,575,1799,3988,16.69,256,5,11032313,
213.320160,21.708073,1142,-86,1022,401,-0.2088759,496,1058,257,15.74,197,5,11047126,
213.715485,568,1270,415,-0.1539934,220,9620,128619,15.39,251,5,11057099,
213.497589,970,1780,634,-0.5874354,417,440,-917,15.51,287,5,11057731,
213.399384,26.522903,2093,1374,2457,647,-0.5996763,716,510,-801,15.21,115,5,11077023,
213.896439,26.609037,2130,1251,2031,695,-0.2056172,577,2228,4137,14.79,190,4,11080315,
213.413574,29.343618,1736,910,1975,543,-0.5942422,380,765,-655,15.50,215,5,11094793,
212.936447,1668,986,2088,717,-0.3697023,447,1675,3914,16.27,249,5,11100516,
213.200348,1088,141,934,366,-0.2558181,309,396,-798,16.13,225,5,11113073,
213.764145,-1.142199,1357,668,1025,542,-0.5569608,497,893,-449,16.01,230,5,11126244,
213.359329,33.700203,1279,608,1450,602,-0.4874930,494,800,-409,15.98,212,5,11139551,
212.637177,33.445423,1764,1053,1940,777,-0.3813360,581,6031,43015,16.28,226,5,11142378,
213.599121,35.262062,1186,576,1417,462,-0.5715299,442,381,-1110,14.98,298,5,11147762,
213.698898,35.714054,1961,1135,2084,641,-0.5567839,425,458,-949,14.26,202,5,11149695,
212.197067,35.322319,1006,352,880,358,-0.5020618,347,569,-593,15.54,217,5,11150338,
213.049911,40.458561,2388,1791,2363,835,-0.1913576,467,2923,8768,15.72,204,4,11164967,
212.242386,1031,360,1502,373,0.2932982,404,2399,6440,15.95,218,5,11202454
213.378464,-3.399681,2026,1211,1749,578,-0.6176767,461,1091,5184,16.71,336,5,11212840,
212.247635,56.197136,1322,635,1250,416,-0.4810296,390,734,-531,14.95,146,5,11231236,
213.520584,55.356667,1530,808,1557,570,-0.5484254,722,1386,2776,16.76,183,5,11233410,
212.196655,58.273323,1354,726,1281,499,-0.5341653,615,1240,1144,15.92,148,5,11236739,
212.669388,58.313728,2416,2383,2753,899,-0.3655711,618,1963,4084,16.52,147,5,11238522,
213.023392,64.814674,2121,1352,2134,710,-0.1420365,486,2313,4795,15.30,205,4,11248827,
213.096344,1533,961,1779,637,-0.0887268,651,2258,4491,15.04,232,4,11265995,
213.045120,10.072007,1090,69,595,156,-0.3631161,344,1162,1088,14.24,185,5,11275272,
215.509674,1622,775,1445,464,-0.4894871,343,504,-514,15.59,248,5,11288427,
214.064194,12.105987,2031,1045,1350,652,-0.5654742,448,840,-479,15.74,222,5,11320938,
214.822769,16.387299,1365,744,1574,495,-0.5554914,678,783,-383,16.44,199,5,11337303,
214.370026,17.918673,1815,889,1827,641,-0.5412157,666,742,56,16.55,239,5,11355976,
214.921158,891,2092,529,-0.5326406,779,810,-622,15.88,316,5,11363653,
214.226578,685,1209,385,-0.5209504,512,373,-1049,15.69,104,5,11365460,
215.396194,19.400003,1174,29,650,-82,-0.9685713,-99990,-413,-634,15.92,280,6,11375941,
215.373260,19.984337,462,955,759,257,-0.3321083,438,1093,536,14.53,250,5,11376144,
215.747086,19.822668,1399,757,1500,486,-0.5841506,561,714,-567,15.67,272,5,11376378,
214.306519,921,1712,573,0.0696667,555,2648,7205,15.69,294,4,11378426,
214.995285,924,1791,577,-0.6166461,323,389,-1139,15.40,224,5,11379304,
214.125565,990,1292,685,-0.5468499,608,528,-982,15.45,257,5,11395106,
214.800232,21.365524,1039,-85,642,49,-1.3505288,328,-134,-896,16.17,277,6,11400604,
215.911270,22.502609,1226,488,1205,372,-0.4579318,566,636,-855,15.72,256,5,11401230,
215.194580,22.371447,1684,785,2165,607,-0.3702266,467,1338,1094,14.10,271,5,11402630,
214.773819,696,1370,506,-0.5860535,522,659,-947,15.76,253,5,11417615,
215.310760,1123,1455,542,-0.5657793,1028,999,-51,16.45,100,5,11437675,
214.165161,30.284155,1990,1037,1692,577,-0.5481552,662,639,-835,14.54,219,5,11478686,
215.093323,1135,89,864,115,-0.1228372,376,183,-1125,14.81,258,5,11488770,
215.096680,1999,1210,2353,749,-0.5644597,559,806,-48,15.49,199,5,11493311,
214.878403,-1.103259,1164,457,1286,500,-0.1447468,508,1908,2596,15.50,158,4,11496529,
214.846909,-1.589624,929,226,435,5,-0.5064500,417,160,-1369,15.50,93,5,11496577,
215.725784,43.096802,1168,624,1306,486,-0.5637546,307,2713,13541,15.97,139,5,11558557,
215.061325,43.182617,1886,1188,2015,614,-0.5541888,418,526,-778,14.24,201,5,11560980,
215.917984,46.597210,1008,357,1180,384,-0.5030897,410,3012,21546,15.84,216,5,11565203,
215.122833,48.956490,1127,-50,631,-76,-1.3005352,323,-398,-971,14.97,189,6,11570517,
215.130875,47.977905,2269,1419,1748,702,-0.6196223,437,491,-463,14.64,220,5,11570575,
214.044571,49.964199,2104,1312,2168,669,-0.6439952,632,573,-540,16.48,247,5,11576958,
214.569229,52.228844,1493,839,1505,506,-0.5556913,529,477,-186,16.46,239,5,11602036,
215.916061,53.165600,2376,1865,2283,717,-0.2936766,738,1601,5395,16.81,233,5,11606824,
